Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
12233	>sp|Q9BVI4|NOC4L_HUMAN Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1	NOC4L	0	0	0	0	0	3	3	2
5712	>sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3	DKC1	0	0	0	0	0	3	3	2
1208	>sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	ARPC2	0	0	0	0	0	3	2	0
11957	>sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3	NDUFS1	0	0	0	0	0	3	2	3
17265	>sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2	TM9SF3	0	0	0	0	0	3	1	1
9031	>sp|Q15070|OXA1L_HUMAN Mitochondrial inner membrane protein OXA1L OS=Homo sapiens GN=OXA1L PE=1 SV=3	OXA1L	0	0	0	0	0	3	2	3
13850	>sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens GN=RALA PE=1 SV=1	RALA	0	0	0	0	0	3	3	3
16942	>sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens GN=TCOF1 PE=1 SV=3	TCOF1	0	0	0	0	0	5	4	5
18218	>sp|O94874|UFL1_HUMAN E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2	UFL1	0	0	0	0	0	2	0	1
1165	>sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3	ARPC4	0	0	0	0	0	1	0	2
2932	>sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	CAPZA2	0	0	0	0	0	1	1	1
12562	>sp|Q8NF37|PCAT1_HUMAN Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens GN=LPCAT1 PE=1 SV=2	LPCAT1	0	0	0	0	0	2	2	1
35001	>tr|R4GN08|R4GN08_HUMAN Actin-related protein 2/3 complex subunit 4 (Fragment) OS=Homo sapiens GN=ARPC4 PE=1 SV=1	ARPC4	0	0	0	0	0	3	0	0
16349	>sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens GN=SMARCAD1 PE=1 SV=2	SMARCAD1	0	0	0	0	0	2	1	2
18027	>sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2	TNPO1	0	0	0	0	0	3	2	2
11435	>sp|O75431|MTX2_HUMAN Metaxin-2 OS=Homo sapiens GN=MTX2 PE=1 SV=1	MTX2	0	0	0	0	0	2	2	2
17331	>sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3	TXN	0	0	0	0	0	2	0	1
18948	>sp|O95070|YIF1A_HUMAN Protein YIF1A OS=Homo sapiens GN=YIF1A PE=1 SV=2	YIF1A	0	0	0	0	0	2	0	2
17109	>sp|Q9NXF1|TEX10_HUMAN Testis-expressed sequence 10 protein OS=Homo sapiens GN=TEX10 PE=1 SV=2	TEX10	0	0	0	0	0	2	2	2
4760	>sp|Q96JB2|COG3_HUMAN Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens GN=COG3 PE=1 SV=3	COG3	0	0	0	0	0	2	2	1
11614	>sp|Q5VT25|MRCKA_HUMAN Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens GN=CDC42BPA PE=1 SV=1	CDC42BPA	0	0	0	0	0	2	0	3
1498	>sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens GN=BANF1 PE=1 SV=1	BANF1	0	0	0	0	0	2	2	3
8393	>sp|Q9BU76|MMTA2_HUMAN Multiple myeloma tumor-associated protein 2 OS=Homo sapiens GN=MMTAG2 PE=1 SV=1	MMTAG2	0	0	0	0	0	3	0	0
14893	>sp|Q6NUQ1|RINT1_HUMAN RAD50-interacting protein 1 OS=Homo sapiens GN=RINT1 PE=1 SV=1	RINT1	0	0	0	0	0	2	0	0
18351	>sp|Q6P3X3|TTC27_HUMAN Tetratricopeptide repeat protein 27 OS=Homo sapiens GN=TTC27 PE=1 SV=1	TTC27	0	0	0	0	0	3	0	0
10243	>sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2	SLC7A5	0	0	0	0	0	2	2	1
2090	>sp|Q13895|BYST_HUMAN Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3	BYSL	0	0	0	0	0	2	1	1
16770	>sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2	LARS	0	0	0	0	0	1	2	1
18035	>sp|Q8IUR0|TPPC5_HUMAN Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1	TRAPPC5	0	0	0	0	0	2	1	0
19036	>sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1	ATP6V1H	0	0	0	0	0	2	0	2
11896	>sp|Q9BZE4|NOG1_HUMAN Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3	GTPBP4	0	0	0	0	0	2	0	1
17918	>sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2	TOP1	0	0	0	0	0	1	0	0
4290	>sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3	NCAPH	0	0	0	0	0	3	3	3
6657	>sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1	ERLIN1	0	0	0	0	0	2	2	3
8648	>sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	NCL	0	0	0	0	0	1	1	1
5563	>sp|Q86Y56|DAAF5_HUMAN Dynein assembly factor 5, axonemal OS=Homo sapiens GN=DNAAF5 PE=1 SV=4	DNAAF5	0	0	0	0	0	2	2	1
16396	>sp|Q8IY81|SPB1_HUMAN pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2	FTSJ3	0	0	0	0	0	2	2	1
16303	>sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	SPTAN1	0	0	0	0	0	1	2	1
13618	>sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1	PTPN1	0	0	0	0	0	2	0	1
1607	>sp|Q9Y6D6|BIG1_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2	ARFGEF1	0	0	0	0	0	1	0	1
13848	>sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1	RANGAP1	0	0	0	0	0	2	0	0
7867	>sp|O15111|IKKA_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens GN=CHUK PE=1 SV=2	CHUK	0	0	0	0	0	2	0	0
19117	>sp|Q9UID3|VPS51_HUMAN Vacuolar protein sorting-associated protein 51 homolog OS=Homo sapiens GN=VPS51 PE=1 SV=2	VPS51	0	0	0	0	0	1	3	1
14266	>sp|O75556|SG2A1_HUMAN Mammaglobin-B OS=Homo sapiens GN=SCGB2A1 PE=1 SV=1	SCGB2A1	0	0	0	0	0	2	2	2
10724	>sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	LMNA	0	0	0	0	0	2	0	2
2560	>sp|O15182|CETN3_HUMAN Centrin-3 OS=Homo sapiens GN=CETN3 PE=1 SV=2	CETN3	0	0	0	0	0	2	0	0
19062	>sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2	VDAC1	0	0	0	0	0	2	0	3
5013	>sp|Q7KZN9|COX15_HUMAN Cytochrome c oxidase assembly protein COX15 homolog OS=Homo sapiens GN=COX15 PE=1 SV=1	COX15	0	0	0	0	0	2	1	2
16170	>sp|Q16637|SMN_HUMAN Survival motor neuron protein OS=Homo sapiens GN=SMN1 PE=1 SV=1	SMN1	0	0	0	0	0	2	3	2
5932	>sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3	EEF1B2	0	0	0	0	0	1	1	1
5388	>sp|P49448|DHE4_HUMAN Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2	GLUD2	0	0	0	0	0	2	0	0
11839	>sp|P49821|NDUV1_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4	NDUFV1	0	0	0	0	0	2	1	2
11737	>sp|Q9NQX4|MYO5C_HUMAN Unconventional myosin-Vc OS=Homo sapiens GN=MYO5C PE=1 SV=2	MYO5C	0	0	0	0	0	2	0	0
17406	>sp|Q15363|TMED2_HUMAN Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1	TMED2	0	0	0	0	0	2	1	1
16213	>sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2	CTTN	0	0	0	0	0	2	0	0
12177	>sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3	NDUFA8	0	0	0	0	0	1	1	1
10545	>sp|Q9Y4W2|LAS1L_HUMAN Ribosomal biogenesis protein LAS1L OS=Homo sapiens GN=LAS1L PE=1 SV=2	LAS1L	0	0	0	0	0	1	0	0
19234	>sp|Q96QU8|XPO6_HUMAN Exportin-6 OS=Homo sapiens GN=XPO6 PE=1 SV=1	XPO6	0	0	0	0	0	2	0	0
5392	>sp|Q7L2E3|DHX30_HUMAN Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	DHX30	0	0	0	0	0	1	1	1
14634	>sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	RBBP4	0	0	0	0	0	2	2	3
66581	>tr|D6RF44|D6RF44_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=1 SV=8	HNRNPD	0	0	0	0	0	3	0	0
18650	>sp|Q9Y5J1|UTP18_HUMAN U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3	UTP18	0	0	0	0	0	1	0	1
15269	>sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	FAU	0	0	0	0	0	2	0	2
237	>sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2	ACTN1	0	0	0	0	0	1	1	0
18527	>sp|Q5TAP6|UT14C_HUMAN U3 small nucleolar RNA-associated protein 14 homolog C OS=Homo sapiens GN=UTP14C PE=1 SV=1	UTP14C	0	0	0	0	0	1	0	1
5007	>sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	COPE	0	0	0	0	0	2	0	2
5992	>sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1	DPY30	0	0	0	0	0	2	0	0
1304	>sp|O75947|ATP5H_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3	ATP5H	0	0	0	0	0	2	0	1
7152	>sp|Q9H840|GEMI7_HUMAN Gem-associated protein 7 OS=Homo sapiens GN=GEMIN7 PE=1 SV=1	GEMIN7	0	0	0	0	0	1	0	0
15753	>sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3	SEC13	0	0	0	0	0	1	0	0
1067	>sp|Q9UJX3|APC7_HUMAN Anaphase-promoting complex subunit 7 OS=Homo sapiens GN=ANAPC7 PE=1 SV=4	ANAPC7	0	0	0	0	0	1	1	1
16417	>sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1	SQSTM1	0	0	0	0	0	1	1	2
9733	>sp|Q9P0J7|KCMF1_HUMAN E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens GN=KCMF1 PE=1 SV=2	KCMF1	0	0	0	0	0	1	0	1
10882	>sp|Q9NX58|LYAR_HUMAN Cell growth-regulating nucleolar protein OS=Homo sapiens GN=LYAR PE=1 SV=2	LYAR	0	0	0	0	0	1	1	1
17306	>sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3	ALYREF	0	0	0	0	0	1	1	1
2854	>sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	CAT	0	0	0	0	0	1	0	1
18154	>sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3	TTI1	0	0	0	0	0	2	1	0
15043	>sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2 PE=1 SV=2	ELAC2	0	0	0	0	0	2	0	0
11893	>sp|Q9Y3T9|NOC2L_HUMAN Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4	NOC2L	0	0	0	0	0	2	1	1
8406	>sp|O14880|MGST3_HUMAN Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1	MGST3	0	0	0	0	0	1	1	0
15433	>sp|O60783|RT14_HUMAN 28S ribosomal protein S14, mitochondrial OS=Homo sapiens GN=MRPS14 PE=1 SV=1	MRPS14	0	0	0	0	0	1	1	0
5002	>sp|P38432|COIL_HUMAN Coilin OS=Homo sapiens GN=COIL PE=1 SV=1	COIL	0	0	0	0	0	1	1	2
13080	>sp|Q969N2|PIGT_HUMAN GPI transamidase component PIG-T OS=Homo sapiens GN=PIGT PE=1 SV=1	PIGT	0	0	0	0	0	1	1	0
3451	>sp|P43003|EAA1_HUMAN Excitatory amino acid transporter 1 OS=Homo sapiens GN=SLC1A3 PE=1 SV=1	SLC1A3	0	0	0	0	0	1	0	1
1048	>sp|Q9UJX4|APC5_HUMAN Anaphase-promoting complex subunit 5 OS=Homo sapiens GN=ANAPC5 PE=1 SV=2	ANAPC5	0	0	0	0	0	1	1	1
71043	>P00711 SWISS-PROT:P00711 Alpha-lactalbumin - Bos taurus (Bovine).	Unknown	1	0	0	0	0	1	0	0
18089	>sp|P49815|TSC2_HUMAN Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2	TSC2	0	0	0	0	0	1	0	1
319	>sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	SLC3A2	0	0	0	0	0	1	1	1
17433	>sp|O60830|TI17B_HUMAN Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens GN=TIMM17B PE=1 SV=1	TIMM17B	0	0	0	0	0	1	1	1
4516	>sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1	NCAPG	0	0	0	0	0	1	0	2
15374	>sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4	AHCY	0	0	0	0	0	1	0	0
16209	>sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2	SPTBN1	0	0	0	0	0	1	1	1
15227	>sp|O00411|RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens GN=POLRMT PE=1 SV=2	POLRMT	0	0	0	0	0	1	0	0
1164	>sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens GN=ARPC5L PE=1 SV=1	ARPC5L	0	0	0	0	0	1	1	0
10749	>sp|Q8ND56|LS14A_HUMAN Protein LSM14 homolog A OS=Homo sapiens GN=LSM14A PE=1 SV=3	LSM14A	0	0	0	0	0	1	1	1
3342	>sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2	EHD1	0	0	0	0	0	1	0	1
19269	>sp|Q9UNX4|WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1	WDR3	0	0	0	0	0	1	1	0
13519	>sp|P62333|PRS10_HUMAN 26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1	PSMC6	0	0	0	0	0	1	0	1
8441	>sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	0	0	0	0	0	1	2	0
14091	>sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	SF3B6	0	0	0	0	0	1	0	1
15476	>sp|Q8N357|S35F6_HUMAN Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1	SLC35F6	0	0	0	0	0	2	1	1
11863	>sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens GN=NCLN PE=1 SV=2	NCLN	0	0	0	0	0	1	1	1
1209	>sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	ARPC3	0	0	0	0	0	1	1	1
16	>sp|P63151|2ABA_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1	PPP2R2A	0	0	0	0	0	1	1	1
13133	>sp|P42356|PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=4	PI4KA	0	0	0	0	0	1	1	0
1836	>sp|O14981|BTAF1_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens GN=BTAF1 PE=1 SV=2	BTAF1	0	0	0	0	0	1	2	1
1333	>sp|Q8NBU5|ATAD1_HUMAN ATPase family AAA domain-containing protein 1 OS=Homo sapiens GN=ATAD1 PE=1 SV=1	ATAD1	0	0	0	0	0	1	0	1
17948	>sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3	TKT	0	0	0	0	0	2	0	1
3794	>sp|Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 OS=Homo sapiens GN=GPN1 PE=1 SV=1	GPN1	0	0	0	0	0	1	0	0
7217	>sp|P06396|GELS_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	GSN	1	0	0	0	0	1	1	1
7182	>sp|Q92990|GLMN_HUMAN Glomulin OS=Homo sapiens GN=GLMN PE=1 SV=2	GLMN	0	0	0	0	0	1	1	0
12754	>sp|Q9BRP1|PDD2L_HUMAN Programmed cell death protein 2-like OS=Homo sapiens GN=PDCD2L PE=1 SV=1	PDCD2L	0	0	0	0	0	1	0	0
4035	>sp|B2RPK0|HGB1A_HUMAN Putative high mobility group protein B1-like 1 OS=Homo sapiens GN=HMGB1P1 PE=5 SV=1	HMGB1P1	0	0	0	0	0	1	1	1
17466	>sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2	TIMELESS	0	0	0	0	0	1	0	0
5538	>sp|Q9NVP1|DDX18_HUMAN ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	DDX18	0	0	0	0	0	1	0	0
82167	>sp|Q8IUZ0|LRC49_HUMAN Leucine-rich repeat-containing protein 49 OS=Homo sapiens GN=LRRC49 PE=2 SV=2	LRRC49	0	1	0	0	0	2	0	0
13108	>sp|Q8N3E9|PLCD3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 OS=Homo sapiens GN=PLCD3 PE=1 SV=3	PLCD3	0	0	0	0	0	1	0	0
10063	>sp|P50748|KNTC1_HUMAN Kinetochore-associated protein 1 OS=Homo sapiens GN=KNTC1 PE=1 SV=1	KNTC1	0	0	0	0	0	1	0	0
17132	>sp|O60343|TBCD4_HUMAN TBC1 domain family member 4 OS=Homo sapiens GN=TBC1D4 PE=1 SV=2	TBC1D4	0	0	0	0	0	1	3	1
3484	>sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1	EIF2B1	0	0	0	0	0	1	0	0
14647	>sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2	RANBP2	0	0	0	0	0	1	0	0
10436	>sp|Q9BU23|LMF2_HUMAN Lipase maturation factor 2 OS=Homo sapiens GN=LMF2 PE=1 SV=2	LMF2	0	0	0	0	0	1	0	1
7957	>sp|Q9UI26|IPO11_HUMAN Importin-11 OS=Homo sapiens GN=IPO11 PE=1 SV=1	IPO11	0	0	0	0	0	1	2	3
16813	>sp|Q16563|SYPL1_HUMAN Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1 PE=1 SV=1	SYPL1	0	0	0	0	0	1	1	1
15702	>sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1	SAR1A	0	0	0	0	0	1	1	3
9912	>sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	PRKAR1A	0	0	0	0	0	1	0	0
6605	>sp|Q9Y324|FCF1_HUMAN rRNA-processing protein FCF1 homolog OS=Homo sapiens GN=FCF1 PE=2 SV=1	FCF1	0	0	0	0	0	1	0	1
17998	>sp|Q5BJD5|TM41B_HUMAN Transmembrane protein 41B OS=Homo sapiens GN=TMEM41B PE=1 SV=1	TMEM41B	0	0	0	0	0	1	0	0
16672	>sp|P41250|SYG_HUMAN Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3	GARS	0	0	0	0	0	1	0	0
7458	>sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	HNRNPR	0	0	0	0	0	1	1	1
2098	>sp|Q9NSG2|CA112_HUMAN Uncharacterized protein C1orf112 OS=Homo sapiens GN=C1orf112 PE=1 SV=1	C1orf112	0	0	0	0	0	1	0	0
14588	>sp|O15258|RER1_HUMAN Protein RER1 OS=Homo sapiens GN=RER1 PE=1 SV=1	RER1	0	0	0	0	0	1	1	0
13789	>sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4	PFAS	0	0	0	0	0	1	0	0
4265	>sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3	CKAP5	0	0	0	0	0	1	0	0
16341	>sp|Q9P2W9|STX18_HUMAN Syntaxin-18 OS=Homo sapiens GN=STX18 PE=1 SV=1	STX18	0	0	0	0	0	1	0	0
5224	>sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1	CPSF7	0	0	0	0	0	1	1	0
11897	>sp|P78316|NOP14_HUMAN Nucleolar protein 14 OS=Homo sapiens GN=NOP14 PE=1 SV=3	NOP14	0	0	0	0	0	1	0	1
11764	>sp|A2RRP1|NBAS_HUMAN Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2	NBAS	0	0	0	0	0	1	0	0
10273	>sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2	LARP1	0	0	0	0	0	1	2	2
8194	>sp|Q659A1|ICE2_HUMAN Little elongation complex subunit 2 OS=Homo sapiens GN=ICE2 PE=1 SV=2	ICE2	0	0	0	0	0	1	1	0
7218	>sp|O14893|GEMI2_HUMAN Gem-associated protein 2 OS=Homo sapiens GN=GEMIN2 PE=1 SV=1	GEMIN2	0	0	0	0	0	1	0	0
18010	>sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2	TMED9	0	0	0	0	0	1	0	2
16319	>sp|P28290|SSFA2_HUMAN Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3	SSFA2	0	0	0	0	0	1	0	0
1631	>sp|Q9NYF8|BCLF1_HUMAN Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	BCLAF1	0	0	0	0	0	1	1	0
8316	>sp|Q6P9B9|INT5_HUMAN Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1	INTS5	0	0	0	0	0	1	0	0
7405	>sp|Q15651|HMGN3_HUMAN High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3 PE=1 SV=2	HMGN3	0	0	0	0	0	1	2	0
6801	>sp|O15360|FANCA_HUMAN Fanconi anemia group A protein OS=Homo sapiens GN=FANCA PE=1 SV=2	FANCA	0	0	0	0	0	1	1	1
35242	>tr|R4GNG0|R4GNG0_HUMAN Orofacial cleft 1 candidate gene 1 protein (Fragment) OS=Homo sapiens GN=OFCC1 PE=4 SV=1	OFCC1	0	0	0	0	0	1	0	0
19291	>sp|Q9H967|WDR76_HUMAN WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=2	WDR76	0	0	0	0	0	1	0	0
13490	>sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	PTBP1	0	0	0	0	0	1	0	0
1230	>sp|Q7Z3C6|ATG9A_HUMAN Autophagy-related protein 9A OS=Homo sapiens GN=ATG9A PE=1 SV=3	ATG9A	0	0	0	0	0	1	0	0
17363	>sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3	MPST	0	0	0	0	0	1	0	0
15556	>sp|P05109|S10A8_HUMAN Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1	S100A8	0	0	0	0	0	1	0	1
82210	>sp|A8MSI8|LYRM9_HUMAN LYR motif-containing protein 9 OS=Homo sapiens GN=LYRM9 PE=3 SV=2	LYRM9	0	1	0	0	0	1	1	1
19834	>sp|Q5JVG8|ZN506_HUMAN Zinc finger protein 506 OS=Homo sapiens GN=ZNF506 PE=2 SV=2	ZNF506	0	0	0	0	0	1	0	0
8061	>sp|P50213|IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1	IDH3A	0	0	0	0	0	2	0	0
